show_id,type,title,rating,duration,listed_in,description,year_added,tagged_description,categorie,emotion
s3406,Movie,Seventeen,TV-MA,100 min,"Comedies, Dramas, International Movies","To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria.",2019,"s3406 To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria.",Comedies,joy
s3407,TV Show,Spirit Riding Free: Pony Tales,TV-Y7,2 Seasons,Kids' TV,"Find the fun and adventure of ""Spirit Riding Free"" in this mix of music videos and short episodes featuring Lucky and all of her friends!",2019,"s3407 Find the fun and adventure of ""Spirit Riding Free"" in this mix of music videos and short episodes featuring Lucky and all of her friends!",Kids' TV,joy
s3408,Movie,Tatu,TV-MA,101 min,"Action & Adventure, Dramas, International Movies","Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice.",2019,"s3408 Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice.",Action & Adventure,fear
s3409,Movie,Tell Me Who I Am,TV-MA,86 min,Documentaries,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.",2019,"s3409 In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.",Documentaries,disgust
s3410,Movie,The Laundromat,R,96 min,"Comedies, Dramas","When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich.",2019,"s3410 When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich.",Comedies,anger
s3411,TV Show,Toon,TV-MA,2 Seasons,"International TV Shows, TV Comedies","Reclusive, socially awkward jingle composer Toon must navigate the nightmarish world of show biz after a viral video skyrockets him to fame.",2019,"s3411 Reclusive, socially awkward jingle composer Toon must navigate the nightmarish world of show biz after a viral video skyrockets him to fame.",International TV Shows,neutral
s3412,Movie,Up North,TV-14,99 min,"Dramas, International Movies",A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.,2019,s3412 A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.,Dramas,neutral
s3413,Movie,Upstarts,TV-14,112 min,"Comedies, Dramas, International Movies","Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",2019,"s3413 Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",Comedies,anger
s3414,Movie,Verses of Love 2,TV-14,127 min,"Dramas, Faith & Spirituality, International Movies","Now a lecturer in Edinburgh, Fahri tries to begin a new chapter as the love of his life, Aisha, volunteers in the Gaza Strip. Have they moved on?",2019,"s3414 Now a lecturer in Edinburgh, Fahri tries to begin a new chapter as the love of his life, Aisha, volunteers in the Gaza Strip. Have they moved on?",Dramas,sadness
s3415,TV Show,Chosen,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","When a mysterious box arrives at his door, a doctor and father is forced to participate in a twisted killing game, or risk losing everything.",2019,"s3415 When a mysterious box arrives at his door, a doctor and father is forced to participate in a twisted killing game, or risk losing everything.",Crime TV Shows,fear
s3416,TV Show,THE UNLISTED,TV-PG,1 Season,"Kids' TV, TV Thrillers","When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world.",2019,"s3416 When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world.",Kids' TV,anger
s3417,TV Show,Another Miss Oh,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A sound director who suddenly starts getting visions of someone elseâs future gets mired in the lives of two women, who happen to share the same name.",2019,"s3417 A sound director who suddenly starts getting visions of someone elseâs future gets mired in the lives of two women, who happen to share the same name.",International TV Shows,surprise
s3418,Movie,Ghosts of Sugar Land,TV-MA,22 min,Documentaries,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.",2019,"s3418 Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.",Documentaries,surprise
s3419,Movie,League of Legends Origins,TV-MA,78 min,Documentaries,"Fans, experts and creators of the ""League of Legends"" detail the gameâs rise from free demo to global esports titan.",2019,"s3419 Fans, experts and creators of the ""League of Legends"" detail the gameâs rise from free demo to global esports titan.",Documentaries,neutral
s3420,Movie,Park Na-rae: Glamour Warning,TV-MA,63 min,Stand-Up Comedy,"Koreaâs beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And sheâs sassier and dirtier than ever before.",2019,"s3420 Koreaâs beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And sheâs sassier and dirtier than ever before.",Stand-Up Comedy,disgust
s3421,TV Show,Second 20s,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Facing major changes, a mother realizes it's time to live for herself and decides to enroll in college, where she finds her dream as well as new love.",2019,"s3421 Facing major changes, a mother realizes it's time to live for herself and decides to enroll in college, where she finds her dream as well as new love.",International TV Shows,joy
s3422,Movie,Sinister 2,R,97 min,Horror Movies,"A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children.",2019,"s3422 A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children.",Horror Movies,disgust
s3423,Movie,The Game Changers,TV-MA,86 min,"Documentaries, Sports Movies","Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win.",2019,"s3423 Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win.",Documentaries,neutral
s3424,TV Show,Black Money Love,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After a cop's fiancÃ©e and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong.",2019,"s3424 After a cop's fiancÃ©e and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong.",Crime TV Shows,sadness
s3425,Movie,"Martin Matte: La vie, la mort...eh la la..!",TV-14,62 min,Stand-Up Comedy,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special.",2019,"s3425 Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special.",Stand-Up Comedy,neutral
s3426,Movie,Street Flow,TV-MA,96 min,"Dramas, International Movies","Three brothers â a gangster, a scholar and an impressionable teen â learn hard lessons in the gritty suburbs while searching for the means to survive.",2019,"s3426 Three brothers â a gangster, a scholar and an impressionable teen â learn hard lessons in the gritty suburbs while searching for the means to survive.",Dramas,disgust
s3427,TV Show,The Lies Within,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","After her father dies and her husband goes missing, Kim Seo-hui teams up with detective Jo Tae-sik and joins the National Assembly.",2019,"s3427 After her father dies and her husband goes missing, Kim Seo-hui teams up with detective Jo Tae-sik and joins the National Assembly.",Crime TV Shows,sadness
s3428,Movie,Bygones Be Bygones,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.,2019,s3428 A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.,Comedies,disgust
s3429,Movie,El Camino: A Breaking Bad Movie,TV-MA,123 min,"Dramas, Thrillers","Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul.",2019,"s3429 Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul.",Dramas,disgust
s3430,Movie,Fractured,TV-MA,100 min,Thrillers,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.",2019,"s3430 After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.",Thrillers,fear
s3431,TV Show,Insatiable,TV-MA,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows","A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",2019,"s3431 A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",TV Comedies,disgust
